sample_id,scene,subject,round,step_id,data_split,trap_injected,proposed_move,proposed_dist,proposed_ang,P,O_original,O,F,B_original,B,L_original,L,min_frontal_dist,min_frontal_dist_recomputed,risk_score,risk_entropy,risk_level_entropy,weight_version,threshold_version,collision_count,collision_event,stuck
corridor_B_R01_S098,corridor,B,1,98,calibration,False,turn,0.0,40.0,0.7503,0.0,0.0,0.7503,0.3846,0.8421,0.5,0.2222,0.18,0.17,0.3347,0.5687883534448951,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R01_S099,corridor,B,1,99,calibration,False,walk,1.0,0.0,0.9548,1.0,1.0,1.0,0.4615,0.4737,0.5,0.5,0.39,0.39,0.7525,0.693834088939504,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R02_S000,corridor,B,2,0,calibration,False,turn,0.0,-90.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.23,7.47,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S001,corridor,B,2,1,calibration,False,turn,0.0,80.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.2,2.18,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S002,corridor,B,2,2,calibration,False,walk,2.0,0.0,0.0,0.3082,0.0,0.0,0.0,0.0,0.0,0.0,6.49,6.49,0.1079,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S003,corridor,B,2,3,calibration,False,walk,2.0,0.0,0.0,0.4464,0.0,0.0,0.0,0.1053,0.0,0.0,4.48,4.48,0.1563,0.02306383676304575,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S004,corridor,B,2,4,calibration,False,turn,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,2.26,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S005,corridor,B,2,5,calibration,False,walk,2.0,0.0,0.0,0.5479,0.0,0.0,0.0,0.0,0.0,0.0,3.65,3.65,0.1918,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S006,corridor,B,2,6,calibration,False,turn,0.0,-35.0,0.0006,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,1.87,1.62,0.0001,0.00023951348686265388,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S007,corridor,B,2,7,calibration,False,walk,2.0,0.0,0.0,0.3891,0.0,0.0,0.0,0.0,0.0,0.0,5.14,5.14,0.1362,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S008,corridor,B,2,8,calibration,False,turn,0.0,-25.0,0.0047,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,1.47,3.11,0.0009,0.0018761889804241223,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S009,corridor,B,2,9,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,1.82,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S010,corridor,B,2,10,calibration,False,walk,2.0,0.0,0.0,0.4124,0.0,0.0,0.0,0.1579,0.0,0.0,4.85,4.85,0.1443,0.03458480365512748,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S011,corridor,B,2,11,calibration,False,turn,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,2.86,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S012,corridor,B,2,12,calibration,False,walk,2.0,0.0,0.0,0.4049,0.0,0.0,0.0,0.0,0.0,0.0,4.94,4.94,0.1417,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S013,corridor,B,2,13,calibration,False,turn,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,2.95,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S014,corridor,B,2,14,calibration,False,walk,1.82,0.0,0.0003,0.6868,0.0,0.0003,0.0,0.0,0.0,0.0,2.65,2.65,0.2404,0.00011975674343132694,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S015,corridor,B,2,15,calibration,False,turn,0.0,80.0,0.0253,0.0,0.0,0.0253,0.1111,0.7895,0.0,0.0,1.13,0.87,0.044,0.18302350363834596,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S016,corridor,B,2,16,calibration,False,turn,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.5263,0.0,0.2222,2.43,0.99,0.0,0.2001071308128915,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S017,corridor,B,2,17,calibration,False,walk,2.0,0.0,0.0,0.5525,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1934,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S018,corridor,B,2,18,calibration,False,turn,0.0,15.0,0.0018,0.0,0.0,0.0018,0.0,0.0526,0.0,0.0,1.66,1.66,0.0004,0.012239507352669694,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S019,corridor,B,2,19,calibration,False,walk,2.0,0.0,0.0001,0.7143,0.0,0.0001,0.0,0.0,0.0,0.0,2.8,2.8,0.25,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S020,corridor,B,2,20,calibration,False,walk,2.0,0.0,0.0,0.3976,0.0,0.0,0.3846,0.4211,0.4,0.0,5.03,5.03,0.3138,0.0922334440733007,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S021,corridor,B,2,21,calibration,False,walk,2.0,0.0,0.0001,0.6734,0.0,0.0001,0.0,0.2105,0.0,0.0,2.97,2.97,0.2357,0.04614568946168632,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S022,corridor,B,2,22,calibration,False,turn,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.4211,0.0,0.1667,4.42,1.47,0.0,0.1558763478431915,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S023,corridor,B,2,23,calibration,False,walk,2.0,0.0,0.0,0.4415,0.0,0.0,0.0,0.0526,0.0,0.0,4.53,4.53,0.1545,0.011520966892081732,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S024,corridor,B,2,24,calibration,False,turn,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.77,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S025,corridor,B,2,25,calibration,True,turn,0.0,-80.0,0.007,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.39,7.16,0.0014,0.002794324013397629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S026,corridor,B,2,26,calibration,False,walk,1.67,0.0,0.1978,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.28,1.28,0.3896,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,12,1,0
corridor_B_R02_S027,corridor,B,2,27,calibration,False,turn,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.8947,0.0,0.0556,4.48,0.28,0.0,0.21719297935197798,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R02_S028,corridor,B,2,28,calibration,False,walk,2.0,0.0,0.0,0.2869,0.0,0.0,0.0,0.0526,0.0,0.5,6.97,6.97,0.1004,0.2024115000951135,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S029,corridor,B,2,29,calibration,False,walk,2.0,0.0,0.0,0.3922,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.1373,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S030,corridor,B,2,30,calibration,False,turn,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.92,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S031,corridor,B,2,31,calibration,False,walk,1.36,0.0,0.0002,0.5113,0.0,0.0002,0.0,0.0,0.0,0.0,2.66,2.66,0.179,7.983782895421797e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S032,corridor,B,2,32,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1.34,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S033,corridor,B,2,33,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,2.32,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S034,corridor,B,2,34,calibration,False,walk,2.0,0.0,0.0,0.2601,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.091,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S035,corridor,B,2,35,calibration,False,walk,2.0,0.0,0.0,0.299,0.0,0.0,0.0,0.0,0.0,0.0,6.69,6.69,0.1046,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S036,corridor,B,2,36,calibration,False,walk,2.0,0.0,0.0,0.4024,0.0,0.0,0.0,0.0,0.0,0.0,4.97,4.97,0.1408,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S037,corridor,B,2,37,calibration,False,turn,0.0,28.0,0.0024,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,1.61,2.96,0.0005,0.0009580539474506155,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S038,corridor,B,2,38,calibration,False,turn,0.0,-40.0,0.0007,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,1.85,1.69,0.0001,0.0002794324013397629,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S039,corridor,B,2,39,calibration,False,walk,2.0,0.0,0.0,0.3623,0.0,0.0,0.0,0.0,0.0,0.0,5.52,5.52,0.1268,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S040,corridor,B,2,40,calibration,False,turn,0.0,-10.0,0.0029,0.0,0.0,0.0029,0.0,0.0526,0.0,0.0,1.57,3.59,0.0006,0.012678615411917893,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S041,corridor,B,2,41,calibration,False,walk,0.98,0.0,0.002,0.4375,0.0,0.002,0.0,0.0,0.0,0.0,2.24,2.24,0.1535,0.0007983782895421797,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S042,corridor,B,2,42,calibration,False,turn,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.0,3.64,1.46,0.0,0.08069057420233669,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S043,corridor,B,2,43,calibration,False,walk,2.0,0.0,0.0,0.5291,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,0.1852,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S044,corridor,B,2,44,calibration,False,turn,0.0,20.0,0.0015,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,1.7,1.88,0.0003,0.0005987837171566348,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S045,corridor,B,2,45,calibration,False,turn,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,1.5,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S046,corridor,B,2,46,calibration,False,walk,2.0,0.0,0.0,0.4149,0.0,0.0,0.0,0.0,0.0,0.0,4.82,4.82,0.1452,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S047,corridor,B,2,47,calibration,False,walk,2.0,0.0,0.0001,0.7067,0.0,0.0001,0.0,0.0,0.0,0.0,2.83,2.83,0.2474,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S048,corridor,B,2,48,calibration,False,turn,0.0,80.0,0.0691,0.0,0.0,0.0691,0.3333,1.0,0.2,0.0,0.92,0.64,0.1505,0.2466137587265289,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,6,1,0
corridor_B_R02_S049,corridor,B,2,49,calibration,False,turn,0.0,85.0,0.0002,0.0,0.0,0.0002,0.0,0.4737,0.0,0.5,2.15,1.02,0.0,0.2947247819973684,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S050,corridor,B,2,50,calibration,True,walk,2.0,0.0,0.0,0.554,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3.61,0.1939,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S051,corridor,B,2,51,calibration,False,turn,0.0,-75.0,0.1419,0.0,0.0,0.1419,1.0,0.1053,0.4,0.0,0.76,1.62,0.4184,0.0797087764060634,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S052,corridor,B,2,52,calibration,False,walk,0.91,0.0,0.8754,1.0,1.0,1.0,0.7692,0.6842,0.3,0.0,0.61,0.61,0.8243,0.5490493262836815,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R02_S053,corridor,B,2,53,calibration,False,turn,0.0,85.0,0.0373,0.0,0.0,0.0373,0.875,1.0,0.0,0.3333,1.05,0.08,0.3137,0.3611671733559492,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,1,1,0
corridor_B_R02_S054,corridor,B,2,54,calibration,False,walk,2.0,0.0,0.475,1.0,1.0,1.0,0.5385,0.5263,0.1,0.2222,1.02,1.02,0.6435,0.5992962755839814,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,5,1,0
corridor_B_R02_S055,corridor,B,2,55,calibration,False,walk,2.0,0.0,0.9802,1.0,1.0,1.0,0.6154,0.5789,0.5,0.2778,0.22,0.22,0.8114,0.6320442697682401,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S056,corridor,B,2,56,calibration,False,walk,2.0,0.0,0.9792,1.0,1.0,1.0,0.7692,0.6842,0.5,0.2222,0.23,0.23,0.8651,0.6338810792391089,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,1
corridor_B_R02_S057,corridor,B,2,57,calibration,False,walk,2.0,0.0,0.0,0.4193,0.0,0.0,0.0,0.0,0.0,0.0,4.77,4.77,0.1468,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S058,corridor,B,2,58,calibration,False,walk,2.0,0.0,0.0,0.3231,0.0,0.0,0.0,0.0,0.0,0.0,6.19,6.19,0.1131,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S059,corridor,B,2,59,calibration,False,walk,2.0,0.0,0.0,0.3976,0.0,0.0,0.0769,0.2105,0.0,0.0,5.03,5.03,0.1661,0.046105770547209206,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S060,corridor,B,2,60,calibration,False,walk,2.0,0.0,0.0,0.6623,0.0,0.0,0.1538,0.2632,0.0,0.0,3.02,3.02,0.2856,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S061,corridor,B,2,61,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.7368,0.0,0.2222,4.53,1.16,0.0,0.2462129013601007,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S062,corridor,B,2,62,calibration,False,walk,2.0,0.0,0.0,0.4535,0.0,0.0,0.1538,0.2632,0.0,0.0,4.41,4.41,0.2126,0.05764864041817322,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S063,corridor,B,2,63,calibration,False,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,2.63,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S064,corridor,B,2,64,calibration,False,walk,2.0,0.0,0.0,0.2869,0.0,0.0,0.0,0.0,0.0,0.0,6.97,6.97,0.1004,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S065,corridor,B,2,65,calibration,False,walk,2.0,0.0,0.0,0.3984,0.0,0.0,0.0,0.0,0.0,0.0,5.02,5.02,0.1394,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S066,corridor,B,2,66,calibration,False,turn,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,2.86,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S067,corridor,B,2,67,calibration,False,walk,1.3,0.0,0.0003,0.5,0.0,0.0003,0.0,0.0,0.0,0.0,2.6,2.6,0.1751,0.00011975674343132694,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S068,corridor,B,2,68,calibration,False,turn,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,1.36,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S069,corridor,B,2,69,calibration,False,turn,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2.45,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S070,corridor,B,2,70,calibration,False,turn,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,4.93,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S071,corridor,B,2,71,calibration,False,walk,2.0,0.0,0.0,0.2621,0.0,0.0,0.0,0.0,0.0,0.0,7.63,7.63,0.0917,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S072,corridor,B,2,72,calibration,False,walk,2.0,0.0,0.0,0.3295,0.0,0.0,0.0,0.0,0.0,0.0,6.07,6.07,0.1153,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S073,corridor,B,2,73,calibration,False,walk,2.0,0.0,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,4.09,4.09,0.1711,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S074,corridor,B,2,74,calibration,False,turn,0.0,-15.0,0.0004,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,1.95,2.48,0.0001,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S075,corridor,B,2,75,calibration,True,walk,2.0,0.0,0.0,0.3922,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.1373,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S076,corridor,B,2,76,calibration,False,turn,0.0,-15.0,0.0026,0.0,0.0,0.0026,0.0,0.0526,0.0,0.0,1.59,3.36,0.0005,0.012558858668486566,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S077,corridor,B,2,77,calibration,False,walk,3.0,0.0,0.003,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.16,2.16,0.3506,0.39918914477108985,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,7,1,0
corridor_B_R02_S078,corridor,B,2,78,calibration,False,turn,0.0,90.0,0.0601,0.0,0.0,0.0601,0.2857,0.9474,0.0,0.3333,0.95,0.57,0.112,0.3587477189646483,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,2,1,0
corridor_B_R02_S079,corridor,B,2,79,calibration,False,turn,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0,0.0,3.59,4.34,0.0,0.06916960731025495,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S080,corridor,B,2,80,calibration,False,walk,2.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.2,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S081,corridor,B,2,81,calibration,False,turn,0.0,20.0,0.0032,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,1.55,1.55,0.0006,0.0012774052632674876,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S082,corridor,B,2,82,calibration,False,turn,0.0,-90.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,2.29,1.36,0.0,3.991891447710899e-05,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S083,corridor,B,2,83,calibration,False,turn,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,4.61,0.0,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S084,corridor,B,2,84,calibration,False,walk,2.0,0.0,0.0,0.4505,0.0,0.0,0.0,0.0,0.0,0.0,4.44,4.44,0.1577,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S085,corridor,B,2,85,calibration,False,walk,1.7,0.0,0.0004,0.6641,0.0,0.0004,0.0,0.0,0.0,0.0,2.56,2.56,0.2325,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S086,corridor,B,2,86,calibration,False,turn,0.0,90.0,0.0452,0.0,0.0,0.0452,0.2857,0.8947,0.0,0.0,1.01,0.66,0.109,0.21400930140345412,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R02_S087,corridor,B,2,87,calibration,False,turn,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.4737,0.0,0.5,2.83,1.19,0.0,0.2946449441684142,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S088,corridor,B,2,88,calibration,False,walk,2.0,0.0,0.0,0.4819,0.0,0.0,0.0,0.0,0.0,0.0,4.15,4.15,0.1687,0.0,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S089,corridor,B,2,89,calibration,False,walk,2.0,0.0,0.0004,0.7782,0.0,0.0004,0.0,0.0,0.0,0.0,2.57,2.57,0.2725,0.00015967565790843595,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S090,corridor,B,2,90,calibration,False,walk,2.0,0.0,0.7503,1.0,1.0,1.0,0.6154,0.5789,0.5,0.3889,0.78,0.78,0.7654,0.6744601462459539,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,6,1,0
corridor_B_R02_S091,corridor,B,2,91,calibration,False,turn,0.0,30.0,0.7858,0.0,0.0,0.7858,0.6154,0.8947,0.5,0.3333,0.14,0.13,0.4226,0.6368964114540643,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S092,corridor,B,2,92,calibration,False,walk,1.5,0.0,0.9837,1.0,1.0,1.0,0.7692,0.6842,0.5,0.3333,0.18,0.18,0.866,0.6762969557168225,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,4,1,0
corridor_B_R02_S093,corridor,B,2,93,calibration,False,turn,0.0,60.0,0.7503,0.0,0.0,0.7503,0.3846,1.0,0.625,0.3889,0.18,0.07,0.3472,0.6670160608699134,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
corridor_B_R02_S094,corridor,B,2,94,calibration,False,walk,1.2,0.0,0.0019,0.5333,0.0,0.0019,0.0769,0.2105,0.3,0.5,2.25,2.25,0.244,0.23775476312530602,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,0,0,0
corridor_B_R02_S095,corridor,B,2,95,calibration,False,walk,1.5,0.0,0.0392,0.9146,0.65,0.65,0.3077,0.3684,0.1,0.0,1.64,1.64,0.4456,0.3401635183035451,unassigned,entropy_cal35_seed20260822_fmax_po_unified_fbl,pending_quantile_validation,3,1,0
